Model Type: WaveAnalyzer 1500S
Model Number: 1500S
Serial Number: WA000819
Firmware Version: 1.04
Software Version: 1.9.0
Trace Name: Trace A
Resolution Bandwidth: 150 MHz
Warnings: Normal,ETP1
Creation Time: 2025-07-11T10:57:16

Data:
Frequency [THz]	Wavelength [nm]	Absolute Power [mW]	Power X-Polarization [mW]	Power Y-Polarization [mW]
191.005350	1569.550057	4.389876E-6	6.795354E-7	3.710887E-6
191.005450	1569.549235	3.745079E-6	4.304703E-7	3.315557E-6
191.005550	1569.548414	3.408607E-6	4.501597E-7	2.958913E-6
191.005650	1569.547592	2.960259E-6	4.351321E-7	2.524541E-6
191.005750	1569.546770	2.619419E-6	3.905638E-7	2.228398E-6
191.005850	1569.545948	2.402829E-6	3.454004E-7	2.057278E-6
191.005950	1569.545127	1.941965E-6	3.035767E-7	1.638102E-6
191.006050	1569.544305	1.578866E-6	1.788144E-7	1.399928E-6
191.006150	1569.543483	1.326902E-6	2.486180E-7	1.078278E-6
191.006250	1569.542662	1.109628E-6	1.041751E-7	1.005489E-6
191.006350	1569.541840	8.139033E-7	2.966960E-8	7.841244E-7
191.006450	1569.541018	8.178501E-7	5.561743E-8	7.621785E-7
191.006550	1569.540196	7.591537E-7	1.276517E-7	6.315303E-7
191.006650	1569.539375	7.642012E-7	1.130584E-7	6.511026E-7
191.006750	1569.538553	8.241431E-7	1.283663E-7	6.957205E-7
191.006850	1569.537731	8.444446E-7	3.574453E-8	8.086106E-7
191.006950	1569.536910	7.656732E-7	1.192872E-7	6.464126E-7
191.007050	1569.536088	1.010530E-6	1.390392E-7	8.714876E-7
191.007150	1569.535266	1.161921E-6	1.242729E-7	1.037722E-6
191.007250	1569.534444	1.579853E-6	1.385876E-7	1.441126E-6
191.007350	1569.533623	1.857710E-6	2.853845E-7	1.572325E-6
191.007450	1569.532801	2.144123E-6	2.543628E-7	1.889854E-6
191.007550	1569.531979	2.282584E-6	3.664928E-7	1.915774E-6
191.007650	1569.531158	2.466404E-6	3.060435E-7	2.160180E-6
191.007750	1569.530336	3.391771E-6	4.547402E-7	2.937077E-6
191.007850	1569.529514	3.416008E-6	4.956838E-7	2.919564E-6
191.007950	1569.528692	4.167695E-6	5.939244E-7	3.574350E-6
191.008050	1569.527871	4.327861E-6	6.679087E-7	3.659787E-6
191.008150	1569.527049	5.078025E-6	7.022301E-7	4.374716E-6
191.008250	1569.526227	5.455613E-6	8.104566E-7	4.644921E-6
191.008350	1569.525406	5.960639E-6	8.588095E-7	5.102181E-6
191.008450	1569.524584	6.437462E-6	8.894384E-7	5.547457E-6
191.008550	1569.523762	7.538912E-6	1.155101E-6	6.383857E-6
191.008650	1569.522940	8.112606E-6	1.192503E-6	6.921709E-6
191.008750	1569.522119	9.026716E-6	1.262693E-6	7.764768E-6
191.008850	1569.521297	9.898844E-6	1.270898E-6	8.628680E-6
191.008950	1569.520475	1.032146E-5	1.614737E-6	8.704857E-6
191.009050	1569.519654	1.055898E-5	1.759295E-6	8.799481E-6
191.009150	1569.518832	1.191953E-5	1.686486E-6	1.023131E-5
191.009250	1569.518010	1.182364E-5	1.720854E-6	1.010248E-5
191.009350	1569.517189	1.243674E-5	1.798905E-6	1.063639E-5
191.009450	1569.516367	1.364219E-5	2.045258E-6	1.159664E-5
191.009550	1569.515545	1.433059E-5	2.204615E-6	1.212480E-5
191.009650	1569.514723	1.520086E-5	2.288587E-6	1.291330E-5
191.009750	1569.513902	1.553720E-5	2.354563E-6	1.318616E-5
191.009850	1569.513080	1.679287E-5	2.518603E-6	1.427396E-5
191.009950	1569.512258	1.875339E-5	3.080303E-6	1.567259E-5
191.010050	1569.511437	1.862659E-5	2.915703E-6	1.571240E-5
191.010150	1569.510615	1.850884E-5	2.972404E-6	1.553867E-5
191.010250	1569.509793	1.898686E-5	2.915620E-6	1.607065E-5
191.010350	1569.508972	2.071527E-5	3.156634E-6	1.755960E-5
191.010450	1569.508150	2.135190E-5	3.242974E-6	1.810502E-5
191.010550	1569.507328	2.184300E-5	3.357041E-6	1.848290E-5
191.010650	1569.506507	2.348918E-5	3.558953E-6	1.992549E-5
191.010750	1569.505685	2.407013E-5	3.627469E-6	2.043951E-5
191.010850	1569.504863	2.443377E-5	3.720756E-6	2.070929E-5
191.010950	1569.504042	2.599010E-5	3.989625E-6	2.200170E-5
191.011050	1569.503220	2.630633E-5	4.348623E-6	2.195501E-5
191.011150	1569.502398	2.670612E-5	4.222348E-6	2.248025E-5
191.011250	1569.501576	2.641249E-5	4.213697E-6	2.219851E-5
191.011350	1569.500755	2.830450E-5	4.381679E-6	2.392417E-5
191.011450	1569.499933	2.816603E-5	4.244188E-6	2.392178E-5
191.011550	1569.499111	2.988468E-5	4.507906E-6	2.537554E-5
191.011650	1569.498290	3.078260E-5	4.629215E-6	2.615082E-5
191.011750	1569.497468	3.342899E-5	4.960934E-6	2.846754E-5
191.011850	1569.496646	3.106954E-5	4.730815E-6	2.633835E-5
191.011950	1569.495825	3.173686E-5	5.045667E-6	2.669217E-5
191.012050	1569.495003	3.421000E-5	5.395225E-6	2.881708E-5
191.012150	1569.494181	3.318502E-5	5.214022E-6	2.797533E-5
191.012250	1569.493360	3.394433E-5	5.131415E-6	2.881357E-5
191.012350	1569.492538	3.525575E-5	5.557354E-6	2.969891E-5
191.012450	1569.491716	3.632856E-5	5.452889E-6	3.087618E-5
191.012550	1569.490895	3.529066E-5	5.389423E-6	2.990312E-5
191.012650	1569.490073	3.690371E-5	5.944362E-6	3.096049E-5
191.012750	1569.489251	3.557576E-5	5.296911E-6	3.028092E-5
191.012850	1569.488430	3.753619E-5	5.828671E-6	3.170875E-5
191.012950	1569.487608	3.855836E-5	5.936583E-6	3.262433E-5
191.013050	1569.486786	3.920222E-5	5.908253E-6	3.328934E-5
191.013150	1569.485965	4.169082E-5	6.324778E-6	3.536232E-5
191.013250	1569.485143	4.259707E-5	6.423850E-6	3.617538E-5
191.013350	1569.484321	4.242043E-5	6.314766E-6	3.610751E-5
191.013450	1569.483500	4.280281E-5	6.509823E-6	3.629314E-5
191.013550	1569.482678	4.205744E-5	6.323002E-6	3.572768E-5
191.013650	1569.481856	4.252616E-5	6.170578E-6	3.635357E-5
191.013750	1569.481035	4.314065E-5	6.560205E-6	3.657739E-5
191.013850	1569.480213	4.396727E-5	6.818499E-6	3.715004E-5
191.013950	1569.479391	4.615651E-5	6.926029E-6	3.922876E-5
191.014050	1569.478570	4.739739E-5	7.171603E-6	4.022284E-5
191.014150	1569.477748	4.681967E-5	7.267310E-6	3.955544E-5
191.014250	1569.476926	4.846992E-5	7.402986E-6	4.106143E-5
191.014350	1569.476105	4.760630E-5	7.138486E-6	4.047352E-5
191.014450	1569.475283	4.774722E-5	7.449962E-6	4.029225E-5
191.014550	1569.474462	5.003768E-5	7.248523E-6	4.279341E-5
191.014650	1569.473640	4.908334E-5	7.594098E-6	4.149102E-5
191.014750	1569.472818	5.017242E-5	8.102817E-6	4.206329E-5
191.014850	1569.471997	4.857639E-5	7.485641E-6	4.108636E-5
191.014950	1569.471175	5.050521E-5	7.592497E-6	4.291725E-5
191.015050	1569.470353	5.189167E-5	7.862533E-6	4.402118E-5
191.015150	1569.469532	5.093669E-5	7.672587E-6	4.325940E-5
191.015250	1569.468710	5.261890E-5	8.045662E-6	4.456970E-5
191.015350	1569.467888	5.571512E-5	8.208597E-6	4.750325E-5
191.015450	1569.467067	5.581575E-5	8.103270E-6	4.770357E-5
191.015550	1569.466245	5.414814E-5	8.407979E-6	4.573844E-5
191.015650	1569.465423	5.498877E-5	8.485544E-6	4.650477E-5
191.015750	1569.464602	5.453279E-5	8.420164E-6	4.610341E-5
191.015850	1569.463780	5.408629E-5	8.195120E-6	4.588716E-5
191.015950	1569.462958	5.467951E-5	8.478050E-6	4.620207E-5
191.016050	1569.462137	5.560891E-5	8.644710E-6	4.696483E-5
191.016150	1569.461315	5.764307E-5	8.756981E-6	4.888484E-5
191.016250	1569.460494	5.511582E-5	8.307613E-6	4.680792E-5
191.016350	1569.459672	5.627945E-5	8.763341E-6	4.750321E-5
191.016450	1569.458850	5.936422E-5	8.967689E-6	5.039461E-5
191.016550	1569.458029	5.797032E-5	8.681365E-6	4.928357E-5
191.016650	1569.457207	5.871466E-5	8.929037E-6	4.978435E-5
191.016750	1569.456385	5.909596E-5	9.047679E-6	5.005601E-5
191.016850	1569.455564	5.836779E-5	8.789551E-6	4.957285E-5
191.016950	1569.454742	5.814271E-5	8.753709E-6	4.939182E-5
191.017050	1569.453920	6.169367E-5	9.210749E-6	5.249240E-5
191.017150	1569.453099	6.209810E-5	9.509553E-6	5.258885E-5
191.017250	1569.452277	6.180143E-5	9.621189E-6	5.217953E-5
191.017350	1569.451456	6.130042E-5	9.463166E-6	5.184130E-5
191.017450	1569.450634	5.938796E-5	9.009144E-6	5.038368E-5
191.017550	1569.449812	6.241061E-5	9.409118E-6	5.300605E-5
191.017650	1569.448991	6.317410E-5	9.415419E-6	5.376639E-5
191.017750	1569.448169	6.023645E-5	9.413234E-6	5.082916E-5
191.017850	1569.447347	6.035248E-5	9.482578E-6	5.086848E-5
191.017950	1569.446526	5.887676E-5	8.999333E-6	4.987669E-5
191.018050	1569.445704	6.098894E-5	9.162695E-6	5.183066E-5
191.018150	1569.444883	6.048135E-5	9.184017E-6	5.129786E-5
191.018250	1569.444061	6.346646E-5	9.808385E-6	5.366850E-5
191.018350	1569.443239	6.238069E-5	9.915662E-6	5.247459E-5
191.018450	1569.442418	6.112537E-5	9.225846E-6	5.190327E-5
191.018550	1569.441596	6.081680E-5	9.124070E-6	5.170151E-5
191.018650	1569.440775	6.238223E-5	9.617751E-6	5.276447E-5
191.018750	1569.439953	6.434639E-5	1.024287E-5	5.411076E-5
191.018850	1569.439131	6.060746E-5	9.274709E-6	5.134392E-5
191.018950	1569.438310	6.076327E-5	9.475622E-6	5.128845E-5
191.019050	1569.437488	6.406884E-5	9.856716E-6	5.421812E-5
191.019150	1569.436666	6.115263E-5	9.240725E-6	5.192219E-5
191.019250	1569.435845	6.453338E-5	1.018502E-5	5.436937E-5
191.019350	1569.435023	6.392140E-5	9.829050E-6	5.409658E-5
191.019450	1569.434202	6.171519E-5	9.537430E-6	5.218006E-5
191.019550	1569.433380	6.367999E-5	9.943690E-6	5.374140E-5
191.019650	1569.432558	6.277688E-5	9.602393E-6	5.317231E-5
191.019750	1569.431737	6.067839E-5	9.180072E-6	5.150536E-5
191.019850	1569.430915	6.207867E-5	9.627049E-6	5.244914E-5
191.019950	1569.430094	6.438423E-5	9.870418E-6	5.451942E-5
191.020050	1569.429272	6.338140E-5	9.813791E-6	5.356294E-5
191.020150	1569.428450	5.993296E-5	9.363052E-6	5.056863E-5
191.020250	1569.427629	6.425680E-5	1.018695E-5	5.406896E-5
191.020350	1569.426807	6.399909E-5	9.675068E-6	5.432218E-5
191.020450	1569.425986	6.494194E-5	9.560497E-6	5.539155E-5
191.020550	1569.425164	6.362070E-5	9.607623E-6	5.402692E-5
191.020650	1569.424342	5.991272E-5	9.447143E-6	5.046552E-5
191.020750	1569.423521	5.963131E-5	9.198353E-6	5.043414E-5
191.020850	1569.422699	6.122294E-5	9.464320E-6	5.175715E-5
191.020950	1569.421878	6.376741E-5	9.841141E-6	5.393799E-5
191.021050	1569.421056	6.627959E-5	1.021053E-5	5.606792E-5
191.021150	1569.420234	6.484797E-5	9.908738E-6	5.495514E-5
191.021250	1569.419413	6.440794E-5	1.011094E-5	5.430257E-5
191.021350	1569.418591	6.314178E-5	9.790202E-6	5.336114E-5
191.021450	1569.417770	6.359566E-5	9.373990E-6	5.423535E-5
191.021550	1569.416948	6.206293E-5	9.411325E-6	5.265864E-5
191.021650	1569.416126	6.457461E-5	9.931806E-6	5.465808E-5
191.021750	1569.415305	6.677748E-5	1.033339E-5	5.645813E-5
191.021850	1569.414483	6.497212E-5	9.744348E-6	5.523218E-5
191.021950	1569.413662	6.313936E-5	9.436670E-6	5.370028E-5
191.022050	1569.412840	5.994571E-5	9.311245E-6	5.063592E-5
191.022150	1569.412018	6.247065E-5	1.001065E-5	5.246616E-5
191.022250	1569.411197	6.086187E-5	9.377628E-6	5.149027E-5
191.022350	1569.410375	6.180097E-5	9.458793E-6	5.234553E-5
191.022450	1569.409554	6.226771E-5	9.343144E-6	5.293005E-5
191.022550	1569.408732	6.367795E-5	9.686684E-6	5.400460E-5
191.022650	1569.407911	6.172273E-5	9.351011E-6	5.237875E-5
191.022750	1569.407089	6.472609E-5	9.901399E-6	5.483532E-5
191.022850	1569.406267	6.557357E-5	1.003961E-5	5.555794E-5
191.022950	1569.405446	6.220706E-5	9.545903E-6	5.266771E-5
191.023050	1569.404624	6.370989E-5	9.963549E-6	5.375599E-5
191.023150	1569.403803	6.458576E-5	9.739779E-6	5.485278E-5
191.023250	1569.402981	6.131568E-5	9.397360E-6	5.192796E-5
191.023350	1569.402159	6.351833E-5	9.791229E-6	5.374178E-5
191.023450	1569.401338	6.078349E-5	8.928448E-6	5.186359E-5
191.023550	1569.400516	5.949062E-5	8.997689E-6	5.049070E-5
191.023650	1569.399695	6.281853E-5	9.784673E-6	5.304928E-5
191.023750	1569.398873	5.939347E-5	9.008089E-6	5.039695E-5
191.023850	1569.398052	5.818355E-5	8.824296E-6	4.936442E-5
191.023950	1569.397230	5.898747E-5	8.676797E-6	5.030737E-5
191.024050	1569.396408	5.948990E-5	9.366092E-6	5.011913E-5
191.024150	1569.395587	5.938829E-5	9.150908E-6	5.024880E-5
191.024250	1569.394765	5.972433E-5	8.990086E-6	5.073093E-5
191.024350	1569.393944	6.166929E-5	8.984149E-6	5.269197E-5
191.024450	1569.393122	6.133572E-5	8.996272E-6	5.233621E-5
191.024550	1569.392301	5.843556E-5	8.629807E-6	4.980714E-5
191.024650	1569.391479	5.933194E-5	8.868426E-6	5.046449E-5
191.024750	1569.390657	6.052219E-5	8.714897E-6	5.180343E-5
191.024850	1569.389836	6.105911E-5	9.269142E-6	5.178829E-5
191.024950	1569.389014	6.008319E-5	8.880378E-6	5.121596E-5
191.025050	1569.388193	5.954664E-5	8.971143E-6	5.058282E-5
191.025150	1569.387371	5.913276E-5	8.809282E-6	5.032119E-5
191.025250	1569.386550	6.185874E-5	9.123910E-6	5.274526E-5
191.025350	1569.385728	5.905500E-5	8.553546E-6	5.049878E-5
191.025450	1569.384907	5.863731E-5	8.718081E-6	4.991612E-5
191.025550	1569.384085	5.994131E-5	8.893287E-6	5.104585E-5
191.025650	1569.383263	5.651280E-5	8.613165E-6	4.789908E-5
191.025750	1569.382442	5.835428E-5	8.901157E-6	4.944613E-5
191.025850	1569.381620	5.611450E-5	8.684223E-6	4.742999E-5
191.025950	1569.380799	5.917102E-5	8.857292E-6	5.030921E-5
191.026050	1569.379977	5.766543E-5	8.760157E-6	4.890653E-5
191.026150	1569.379156	5.861759E-5	9.157404E-6	4.946264E-5
191.026250	1569.378334	5.736068E-5	8.687509E-6	4.867525E-5
191.026350	1569.377513	5.842806E-5	8.889186E-6	4.953910E-5
191.026450	1569.376691	5.980161E-5	9.088105E-6	5.071072E-5
191.026550	1569.375869	5.729031E-5	8.727966E-6	4.856336E-5
191.026650	1569.375048	5.818947E-5	8.930721E-6	4.925590E-5
191.026750	1569.374226	5.964956E-5	9.132696E-6	5.052767E-5
191.026850	1569.373405	5.489469E-5	8.110342E-6	4.678690E-5
191.026950	1569.372583	5.651949E-5	8.715599E-6	4.779946E-5
191.027050	1569.371762	5.700839E-5	8.632746E-6	4.838041E-5
191.027150	1569.370940	6.065865E-5	9.011663E-6	5.165277E-5
191.027250	1569.370119	5.976156E-5	8.760214E-6	5.101262E-5
191.027350	1569.369297	5.720392E-5	8.956202E-6	4.824545E-5
191.027450	1569.368476	5.712092E-5	8.603680E-6	4.852553E-5
191.027550	1569.367654	5.817245E-5	8.875370E-6	4.930392E-5
191.027650	1569.366832	5.812961E-5	8.997179E-6	4.913305E-5
191.027750	1569.366011	5.853526E-5	9.173097E-6	4.936281E-5
191.027850	1569.365189	5.711015E-5	9.191415E-6	4.792111E-5
191.027950	1569.364368	5.780484E-5	8.829620E-6	4.898189E-5
191.028050	1569.363546	5.561152E-5	8.654101E-6	4.695973E-5
191.028150	1569.362725	5.542373E-5	8.646525E-6	4.677216E-5
191.028250	1569.361903	5.765904E-5	8.431096E-6	4.922903E-5
191.028350	1569.361082	5.676500E-5	8.659963E-6	4.810687E-5
191.028450	1569.360260	5.789906E-5	9.050344E-6	4.884543E-5
191.028550	1569.359439	5.606712E-5	8.461430E-6	4.760532E-5
191.028650	1569.358617	5.389268E-5	8.225975E-6	4.566124E-5
191.028750	1569.357796	5.415523E-5	8.482921E-6	4.567192E-5
191.028850	1569.356974	5.755623E-5	8.779947E-6	4.877881E-5
191.028950	1569.356153	5.712572E-5	8.703601E-6	4.841944E-5
191.029050	1569.355331	5.597435E-5	8.591628E-6	4.738862E-5
191.029150	1569.354510	5.593312E-5	8.756236E-6	4.717089E-5
191.029250	1569.353688	5.466931E-5	8.589784E-6	4.607677E-5
191.029350	1569.352866	5.786414E-5	8.425519E-6	4.944753E-5
191.029450	1569.352045	5.501483E-5	8.367362E-6	4.664489E-5
191.029550	1569.351223	5.456657E-5	8.355428E-6	4.620471E-5
191.029650	1569.350402	5.541081E-5	8.634399E-6	4.676686E-5
191.029750	1569.349580	5.900345E-5	8.886646E-6	5.012514E-5
191.029850	1569.348759	5.676281E-5	8.597501E-6	4.816079E-5
191.029950	1569.347937	5.594946E-5	8.531739E-6	4.741672E-5
191.030050	1569.347116	5.410647E-5	8.454955E-6	4.565682E-5
191.030150	1569.346294	5.748074E-5	8.746310E-6	4.873611E-5
191.030250	1569.345473	5.855868E-5	9.195957E-6	4.936257E-5
191.030350	1569.344651	5.570892E-5	8.713243E-6	4.699911E-5
191.030450	1569.343830	5.498745E-5	8.331502E-6	4.665700E-5
191.030550	1569.343008	5.858651E-5	9.056496E-6	4.953857E-5
191.030650	1569.342187	5.787025E-5	8.959113E-6	4.891219E-5
191.030750	1569.341365	5.540761E-5	8.658802E-6	4.674686E-5
191.030850	1569.340544	5.584663E-5	8.870696E-6	4.696861E-5
191.030950	1569.339722	5.765700E-5	8.510659E-6	4.915108E-5
191.031050	1569.338901	5.724575E-5	8.750307E-6	4.849487E-5
191.031150	1569.338079	5.378309E-5	8.111327E-6	4.566697E-5
191.031250	1569.337258	5.565887E-5	8.522813E-6	4.713351E-5
191.031350	1569.336436	5.653457E-5	8.473411E-6	4.806334E-5
191.031450	1569.335615	5.689941E-5	8.654702E-6	4.824692E-5
191.031550	1569.334793	5.901024E-5	9.129095E-6	4.988519E-5
191.031650	1569.333972	5.877966E-5	9.052276E-6	4.972967E-5
191.031750	1569.333150	6.000858E-5	8.779063E-6	5.122530E-5
191.031850	1569.332329	5.874128E-5	8.817291E-6	4.992635E-5
191.031950	1569.331507	5.772375E-5	9.005455E-6	4.870990E-5
191.032050	1569.330686	5.994292E-5	9.466374E-6	5.047361E-5
191.032150	1569.329864	5.938756E-5	9.468359E-6	4.992453E-5
191.032250	1569.329043	5.768183E-5	9.227100E-6	4.845300E-5
191.032350	1569.328221	5.968693E-5	8.972921E-6	5.072052E-5
191.032450	1569.327400	5.727220E-5	8.636481E-6	4.863676E-5
191.032550	1569.326578	5.716236E-5	9.045324E-6	4.811768E-5
191.032650	1569.325757	5.981662E-5	9.025374E-6	5.080203E-5
191.032750	1569.324935	5.791315E-5	9.104494E-6	4.880363E-5
191.032850	1569.324114	5.791495E-5	8.990160E-6	4.893096E-5
191.032950	1569.323292	5.949821E-5	9.144528E-6	5.034566E-5
191.033050	1569.322471	5.782569E-5	8.964799E-6	4.886537E-5
191.033150	1569.321649	5.633262E-5	8.977508E-6	4.735248E-5
191.033250	1569.320828	5.894406E-5	8.725234E-6	5.022466E-5
191.033350	1569.320006	6.202039E-5	9.240745E-6	5.278473E-5
191.033450	1569.319185	5.969645E-5	9.542747E-6	5.014999E-5
191.033550	1569.318363	5.956019E-5	9.384444E-6	5.017771E-5
191.033650	1569.317542	6.019578E-5	8.676527E-6	5.151542E-5
191.033750	1569.316720	5.834605E-5	9.022558E-6	4.932801E-5
191.033850	1569.315899	6.027737E-5	9.010808E-6	5.127094E-5
191.033950	1569.315077	6.168904E-5	9.333995E-6	5.235935E-5
191.034050	1569.314256	6.188359E-5	9.212402E-6	5.267787E-5
191.034150	1569.313434	5.990173E-5	9.367695E-6	5.053454E-5
191.034250	1569.312613	6.000477E-5	9.145795E-6	5.086579E-5
191.034350	1569.311791	6.106961E-5	9.249593E-6	5.182276E-5
191.034450	1569.310970	6.193250E-5	9.544917E-6	5.240476E-5
191.034550	1569.310148	6.022673E-5	9.329443E-6	5.089927E-5
191.034650	1569.309327	6.354108E-5	9.723875E-6	5.381663E-5
191.034750	1569.308505	6.495364E-5	9.795882E-6	5.515670E-5
191.034850	1569.307684	6.311524E-5	9.641408E-6	5.348463E-5
191.034950	1569.306862	6.414366E-5	9.915664E-6	5.422924E-5
191.035050	1569.306041	6.317619E-5	9.399885E-6	5.378110E-5
191.035150	1569.305219	6.277996E-5	9.290621E-6	5.349348E-5
191.035250	1569.304398	6.263087E-5	9.766145E-6	5.286875E-5
191.035350	1569.303577	6.390357E-5	1.000879E-5	5.390748E-5
191.035450	1569.302755	6.050841E-5	9.631466E-6	5.087600E-5
191.035550	1569.301934	5.976043E-5	9.268051E-6	5.049731E-5
191.035650	1569.301112	6.282533E-5	9.340715E-6	5.350427E-5
191.035750	1569.300291	6.571873E-5	1.008787E-5	5.563883E-5
191.035850	1569.299469	6.341281E-5	9.389042E-6	5.402658E-5
191.035950	1569.298648	6.326252E-5	9.484911E-6	5.378062E-5
191.036050	1569.297826	6.427191E-5	9.661362E-6	5.461337E-5
191.036150	1569.297005	6.406304E-5	9.998428E-6	5.406795E-5
191.036250	1569.296183	6.573714E-5	1.022200E-5	5.551661E-5
191.036350	1569.295362	6.742429E-5	1.033126E-5	5.709105E-5
191.036450	1569.294540	6.319468E-5	9.780558E-6	5.340843E-5
191.036550	1569.293719	6.512344E-5	9.714231E-6	5.540739E-5
191.036650	1569.292897	6.520008E-5	1.001581E-5	5.518829E-5
191.036750	1569.292076	6.279862E-5	9.709447E-6	5.309500E-5
191.036850	1569.291255	6.496374E-5	1.022572E-5	5.474498E-5
191.036950	1569.290433	6.588497E-5	1.002167E-5	5.587390E-5
191.037050	1569.289612	6.645893E-5	1.032088E-5	5.612922E-5
191.037150	1569.288790	6.297097E-5	9.797532E-6	5.319029E-5
191.037250	1569.287969	6.508021E-5	9.976138E-6	5.510595E-5
191.037350	1569.287147	6.450619E-5	9.799702E-6	5.471714E-5
191.037450	1569.286326	6.296551E-5	9.709208E-6	5.326433E-5
191.037550	1569.285504	6.413966E-5	9.827623E-6	5.431443E-5
191.037650	1569.284683	6.350169E-5	1.031412E-5	5.319179E-5
191.037750	1569.283861	6.458075E-5	1.006422E-5	5.451344E-5
191.037850	1569.283040	6.648610E-5	1.040158E-5	5.608430E-5
191.037950	1569.282219	6.713581E-5	1.050367E-5	5.663826E-5
191.038050	1569.281397	6.663021E-5	1.006976E-5	5.656096E-5
191.038150	1569.280576	6.771665E-5	1.007257E-5	5.764917E-5
191.038250	1569.279754	6.703507E-5	1.030102E-5	5.673486E-5
191.038350	1569.278933	6.663357E-5	1.047332E-5	5.615683E-5
191.038450	1569.278111	6.707687E-5	1.012570E-5	5.695986E-5
191.038550	1569.277290	6.552573E-5	1.019624E-5	5.533574E-5
191.038650	1569.276468	6.745549E-5	1.029733E-5	5.715745E-5
191.038750	1569.275647	6.731000E-5	1.055453E-5	5.676133E-5
191.038850	1569.274826	6.885699E-5	1.095275E-5	5.790526E-5
191.038950	1569.274004	6.909319E-5	1.060626E-5	5.849350E-5
